epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,0.6934291906654835,0.4609375,0.6842508912086487,0.5877403914928436
2,0.6817536018788815,0.625,0.6732238978147507,0.6694711595773697
3,0.6695507355034351,0.73828125,0.6610081493854523,0.7283653914928436
4,0.6535767987370491,0.79296875,0.6474444717168808,0.7439903914928436
5,0.6346662230789661,0.8203125,0.6310471892356873,0.7439903914928436
6,0.613141730427742,0.78515625,0.6120824366807938,0.7283653914928436
7,0.5875786542892456,0.82421875,0.5930383652448654,0.693509615957737
8,0.5732410475611687,0.8125,0.5713416337966919,0.709134615957737
9,0.5376865547150373,0.83984375,0.5542512461543083,0.693509615957737
10,0.513373076915741,0.8359375,0.5368831381201744,0.693509615957737
11,0.48397763073444366,0.828125,0.5211219117045403,0.709134615957737
12,0.4794932696968317,0.828125,0.5087524726986885,0.709134615957737
13,0.4507841747254133,0.82421875,0.4956885874271393,0.724759615957737
14,0.4262250456959009,0.83203125,0.483033686876297,0.724759615957737
15,0.43175348825752735,0.83203125,0.47595547139644623,0.724759615957737
16,0.47090798802673817,0.78125,0.4706522524356842,0.724759615957737
17,0.3969243848696351,0.83984375,0.46157918870449066,0.709134615957737
18,0.4073219932615757,0.8046875,0.45699235796928406,0.709134615957737
19,0.3827357115224004,0.84375,0.4550017938017845,0.724759615957737
20,0.3713774671778083,0.84765625,0.45169244706630707,0.709134615957737
21,0.3843013308942318,0.84765625,0.4469227194786072,0.709134615957737
22,0.35896810330450535,0.84765625,0.44829899072647095,0.724759615957737
23,0.3733634790405631,0.84765625,0.44381900131702423,0.709134615957737
24,0.40324848890304565,0.8203125,0.4372592940926552,0.709134615957737
25,0.3481409568339586,0.84375,0.43630994111299515,0.724759615957737
26,0.34364560060203075,0.8515625,0.43624161183834076,0.724759615957737
27,0.39792647026479244,0.8203125,0.43458377569913864,0.724759615957737
28,0.3413706412538886,0.8515625,0.4348757117986679,0.7439903914928436
29,0.3507700003683567,0.859375,0.4365076422691345,0.7283653914928436
30,0.34490493033081293,0.859375,0.429562084376812,0.7439903914928436
31,0.3294818261638284,0.8671875,0.4290340468287468,0.7439903914928436
32,0.35063743591308594,0.8359375,0.42455119639635086,0.7632211595773697
33,0.3869763081893325,0.83984375,0.4268918111920357,0.7788461595773697
34,0.31949733663350344,0.875,0.4251829907298088,0.7632211595773697
35,0.3265323340892792,0.87109375,0.41849958896636963,0.7632211595773697
36,0.3175083678215742,0.86328125,0.41757188737392426,0.7632211595773697
37,0.3116038744337857,0.8671875,0.4216151833534241,0.7632211595773697
38,0.3279414651915431,0.87890625,0.4239359572529793,0.7788461595773697
39,0.3362196730449796,0.8515625,0.423187293112278,0.7788461595773697
