epoch,train_loss,train_accuracy,test_loss,test_accuracy
40,0.30936243617907166,0.87890625,0.42544136196374893,0.7944711595773697
41,0.304685702547431,0.87890625,0.4195341542363167,0.7632211595773697
42,0.3544684061780572,0.84375,0.4167316034436226,0.7632211595773697
43,0.3018425824120641,0.87890625,0.42308259755373,0.7788461595773697
44,0.31786794401705265,0.87890625,0.4189697355031967,0.7788461595773697
45,0.2990970779210329,0.87890625,0.4161781221628189,0.7632211595773697
46,0.2951578781940043,0.87890625,0.4132918193936348,0.7632211595773697
47,0.2999720247462392,0.875,0.4142381176352501,0.7632211595773697
48,0.32261303067207336,0.84765625,0.4131631925702095,0.7788461595773697
49,0.3035190789960325,0.875,0.409134604036808,0.7788461595773697
50,0.3059874977916479,0.875,0.4148965999484062,0.7788461595773697
51,0.29799949657171965,0.87890625,0.41260576993227005,0.7788461595773697
52,0.3284432007931173,0.84375,0.40690846741199493,0.7788461595773697
53,0.3039709534496069,0.87890625,0.4131913334131241,0.7788461595773697
54,0.2884840592741966,0.88671875,0.41302626579999924,0.7632211595773697
55,0.358858204446733,0.859375,0.40911513566970825,0.7788461595773697
56,0.2866203607991338,0.88671875,0.40808556228876114,0.7788461595773697
57,0.2939579514786601,0.88671875,0.4048152565956116,0.7788461595773697
58,0.28225285978987813,0.88671875,0.40807168930768967,0.7788461595773697
59,0.3055022368207574,0.859375,0.4051237478852272,0.7788461595773697
60,0.2802656991407275,0.88671875,0.40013955533504486,0.7788461595773697
61,0.28121459297835827,0.890625,0.4023898169398308,0.7788461595773697
62,0.2783521329984069,0.88671875,0.40242814272642136,0.7788461595773697
63,0.2779018534347415,0.88671875,0.4053686708211899,0.7788461595773697
64,0.27633934561163187,0.88671875,0.4055284783244133,0.7788461595773697
65,0.2956172632984817,0.86328125,0.4012894630432129,0.7788461595773697
66,0.27657878026366234,0.8984375,0.39889509230852127,0.7788461595773697
67,0.2732507595792413,0.8984375,0.40378744155168533,0.7788461595773697
68,0.2892829831689596,0.859375,0.4043366461992264,0.7788461595773697
69,0.27366099413484335,0.890625,0.4020210802555084,0.7788461595773697
70,0.27778955083340406,0.890625,0.4068978503346443,0.7788461595773697
71,0.2751244972459972,0.890625,0.4118378385901451,0.7788461595773697
72,0.28413893771357834,0.890625,0.40586432069540024,0.7788461595773697
73,0.26682533882558346,0.89453125,0.4080324321985245,0.7788461595773697
74,0.34594716504216194,0.86328125,0.4065593481063843,0.7788461595773697
75,0.26517290878109634,0.89453125,0.41226431727409363,0.7632211595773697
76,0.2679627644829452,0.890625,0.40895113348960876,0.7788461595773697
77,0.2726633548736572,0.89453125,0.40933627635240555,0.7788461595773697
78,0.26283076079562306,0.89453125,0.4181794300675392,0.7632211595773697
79,0.2686677530873567,0.89453125,0.41652724146842957,0.7632211595773697
80,0.27343670558184385,0.890625,0.3996856212615967,0.7788461595773697
81,0.2699304251000285,0.89453125,0.3989971950650215,0.7788461595773697
82,0.2598871495574713,0.89453125,0.40760206431150436,0.7788461595773697
83,0.27521341014653444,0.86328125,0.40751323103904724,0.7788461595773697
84,0.27059437381103635,0.89453125,0.40408042073249817,0.7788461595773697
85,0.25670949392952025,0.890625,0.4081251844763756,0.7788461595773697
86,0.25559275480918586,0.89453125,0.41410402953624725,0.7632211595773697
87,0.2554773557931185,0.89453125,0.4138229936361313,0.7788461595773697
88,0.25861810240894556,0.89453125,0.4096945598721504,0.7788461595773697
89,0.2705880645662546,0.86328125,0.41505245119333267,0.7788461595773697
90,0.27096135448664427,0.89453125,0.4160035699605942,0.7632211595773697
91,0.28083233861252666,0.86328125,0.411412350833416,0.7632211595773697
92,0.2701360168866813,0.87109375,0.42712654173374176,0.7632211595773697
93,0.25204810220748186,0.90234375,0.43452195078134537,0.7632211595773697
94,0.26028547529131174,0.90234375,0.4328105077147484,0.7632211595773697
95,0.38355089956894517,0.83984375,0.4252312481403351,0.7788461595773697
96,0.2812147857621312,0.8671875,0.429887518286705,0.7788461595773697
97,0.25394052639603615,0.90234375,0.444354310631752,0.7319711595773697
98,0.24635261483490467,0.90234375,0.42786261439323425,0.7632211595773697
99,0.27688200445845723,0.87890625,0.4290628433227539,0.7632211595773697
100,0.2513593379408121,0.91015625,0.4457016810774803,0.7319711595773697
