epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,0.6988395676016808,0.43359375,0.6962440311908722,0.45913461595773697
2,0.6920205093920231,0.4765625,0.6925562918186188,0.47475961595773697
3,0.6877786181867123,0.54296875,0.6882985532283783,0.6033653914928436
4,0.6808642335236073,0.71875,0.6823641955852509,0.6538461595773697
5,0.668504998087883,0.72265625,0.672435387969017,0.7043269276618958
6,0.6525687612593174,0.74609375,0.6559749990701675,0.6850961595773697
7,0.6249907650053501,0.72265625,0.6327324211597443,0.6850961595773697
8,0.5838975645601749,0.76171875,0.603521317243576,0.6694711595773697
9,0.5339810308068991,0.7265625,0.5683155804872513,0.7199519276618958
10,0.47215153835713863,0.77734375,0.5414595752954483,0.7043269276618958
11,0.4282230967655778,0.79296875,0.5273232460021973,0.7199519276618958
12,0.40396253019571304,0.80859375,0.5164087116718292,0.7355769276618958
13,0.490193584933877,0.75390625,0.5127970650792122,0.7355769276618958
14,0.3838361855596304,0.8203125,0.490387499332428,0.7668269276618958
15,0.3731774725019932,0.83203125,0.4881772920489311,0.7668269276618958
16,0.38589128758758307,0.8125,0.48651715368032455,0.7668269276618958
17,0.3517632004804909,0.84375,0.4737146645784378,0.7824519276618958
18,0.34883307479321957,0.83984375,0.46937281638383865,0.8173076957464218
19,0.3450430491939187,0.84765625,0.4582391083240509,0.8173076957464218
20,0.3403983390890062,0.84765625,0.4537361189723015,0.8173076957464218
21,0.3296775403432548,0.85546875,0.44742193073034286,0.8173076957464218
22,0.32971779722720385,0.859375,0.4377443566918373,0.8173076957464218
23,0.3764208871871233,0.828125,0.4326121583580971,0.8173076957464218
24,0.3244604303035885,0.85546875,0.43764736503362656,0.8173076957464218
25,0.318205950781703,0.8671875,0.41939786076545715,0.8521634638309479
26,0.3240075474604964,0.8671875,0.41652004420757294,0.8521634638309479
27,0.3199723865836859,0.87109375,0.42588551342487335,0.8173076957464218
28,0.3148912535980344,0.86328125,0.40580058842897415,0.8521634638309479
29,0.31023568753153086,0.86328125,0.4006367474794388,0.8365384638309479
30,0.3298024833202362,0.8359375,0.40101179108023643,0.8365384638309479
31,0.30749297700822353,0.87890625,0.38477449491620064,0.8209134638309479
32,0.2996267303824425,0.875,0.39131685718894005,0.8365384638309479
33,0.29276452283374965,0.8828125,0.3849303349852562,0.8365384638309479
34,0.2894029945600778,0.8828125,0.39148012176156044,0.8677884638309479
35,0.3393568964675069,0.85546875,0.388288676738739,0.8677884638309479
36,0.28481904976069927,0.88671875,0.3870142884552479,0.8677884638309479
